Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags
"ELM Group HQ","1300 356 477","Elm Group; HQ, 11/580 Collins St, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","36","https://maps.google.com/?cid=3931779339080967858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Melbourne Calisthenics","0406 217 122","12 Lothian St, North Melbourne VIC 3051, Australia","http://melbournecalisthenics.com.au/","poor","No SSL (http only)","","5","61","https://maps.google.com/?cid=545189356813648173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Ascot Vale Leisure Centre","(03) 9283 6402","Epsom Rd &, Langs Rd, Ascot Vale VIC 3032, Australia","https://movemv.com.au/","mediocre","No mobile viewport detected","","4","523","https://maps.google.com/?cid=3915301035646010292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Momentum Health & Fitness","1300 152 051","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","29","https://maps.google.com/?cid=15991732108632772500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Ashley Faithfull Training Studios","0450 163 020","Level 7/ OLDERFLEET Building, 477 Collins St, Melbourne VIC 3000, Australia","https://www.aftrainingstudios.com.au/","mediocre","Very thin site (minimal content)","","5","36","https://maps.google.com/?cid=12052715552341091580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"BFT Docklands","0415 188 481","4/685 La Trobe St, Docklands VIC 3008, Australia","https://www.bodyfittraining.au/club/docklands","mediocre","No mobile viewport detected","","5","84","https://maps.google.com/?cid=34393180460101385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Maddox Personal Training","(03) 9958 6825","GF, 325 Flinders Ln, Melbourne VIC 3000, Australia","http://www.maddox.fit/","poor","No SSL (http only)","","4.9","34","https://maps.google.com/?cid=15512876916406154741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"CrossFit CBD","0425 468 293","333 Flinders Ln, Melbourne VIC 3000, Australia","http://www.crossfitcbd.com.au/","poor","No SSL (http only)","","5","122","https://maps.google.com/?cid=4538225097889920054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Peak Performance Melbourne","0401 338 588","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","http://www.peakperformancemelbourne.com/","poor","No SSL (http only)","","5","76","https://maps.google.com/?cid=8686908091121530844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Absolute Health & Performance - Little Collins St","(03) 8547 4830","138 Little Collins St, Melbourne VIC 3000, Australia","http://www.absolutehealthperformance.com.au/?y_source=1_Mzg3OTEzNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","poor","No SSL (http only)","","4.9","138","https://maps.google.com/?cid=13140549736473033526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Productive Health and Wellness","(03) 9939 5334","South Tower, Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","18","https://maps.google.com/?cid=4647637771915386862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"101 Fitness","0497 560 077","350 King St, West Melbourne VIC 3003, Australia","http://www.101fitness.com.au/","poor","No SSL (http only)","","4.8","100","https://maps.google.com/?cid=8405403969988593332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Anytime Fitness Melbourne CBD - Bourke Street VIC","(03) 8620 7105","Goldsbrough Village cnr Bourke & William St, Mezzanine Level, Melbourne VIC 3000, Australia","https://www.anytimefitness.com.au/gyms/au-1216/melbourne-cbd---bourke-street-vic-3000/","mediocre","No mobile viewport detected","","4.2","148","https://maps.google.com/?cid=13023684258945941121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Project Better West Melbourne","(03) 9117 6344","45 Batman St, West Melbourne VIC 3003, Australia","https://www.projectbetter.com.au/","mediocre","No mobile viewport detected","","4.7","103","https://maps.google.com/?cid=324278971793220691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"The Gym Melbourne","0414 163 493","101 Moray St, South Melbourne VIC 3205, Australia","http://thegymmelbourne.com.au/","poor","No SSL (http only)","","4.8","88","https://maps.google.com/?cid=16455714315102604173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Anytime Fitness","(03) 9629 3194","367 Collins Street (Optus Centre, Lower Ground Floor or, 354 Flinders Ln, Melbourne VIC 3000, Australia","https://www.anytimefitness.com.au/gyms/au-1451/melbourne-cbd---collins-st-vic-3000/?utm_source=google&utm_medium=organic&utm_campaign=gmb","mediocre","No mobile viewport detected","","4.2","239","https://maps.google.com/?cid=5956008147260234349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"City Club Health and Fitness Centre","(03) 9653 4894","123 Collins St, Melbourne VIC 3000, Australia","https://www.hyatt.com/grand-hyatt/en-US/melbo-grand-hyatt-melbourne/city-club","poor","Site unreachable (403)","","4.4","56","https://maps.google.com/?cid=7035216953615845543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Next Level Fitness South Melbourne 24/7","(03) 9682 5775","13/21 Palmerston Cres, South Melbourne VIC 3205, Australia","https://nextlevelfitness.com.au/south-melbourne/","mediocre","No mobile viewport detected","","4.7","155","https://maps.google.com/?cid=3445740619295729971&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Anytime Fitness South Melbourne","0478 330 849","Ground Floor/105 York St, South Melbourne VIC 3205, Australia","https://www.anytimefitness.com.au/gyms/au-1263/south-melbourne-vic-3205/?utm_source=google&utm_medium=organic&utm_campaign=gmb","mediocre","No mobile viewport detected","","4.3","213","https://maps.google.com/?cid=1761410706544128255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"High End Fitness","0401 383 412","Unit 501/190 Coventry St, South Melbourne VIC 3205, Australia","http://highendfitness.com.au/","poor","No SSL (http only)","","5","86","https://maps.google.com/?cid=6285478381870962671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Anytime Fitness West Melbourne","0409 001 352","18/185 Rosslyn St, West Melbourne VIC 3003, Australia","https://club.anytimefitness.com.au/west-melbourne-vic","mediocre","No mobile viewport detected","","3.7","102","https://maps.google.com/?cid=16344397692116316460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Fit Tribe","","10 La Trobe St, Melbourne VIC 3000, Australia","http://fittribe.melbourne/","poor","No SSL (http only)","","5","14","https://maps.google.com/?cid=8482873840855322048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Equilibrium Health & Fitness 24/7 North Melbourne","(03) 9329 4477","Level 1/19-23 Errol St, North Melbourne VIC 3051, Australia","http://www.eqhf.com.au/","poor","No SSL (http only)","","4.2","126","https://maps.google.com/?cid=17192606712684908188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Melbourne City Baths","(03) 9658 9011","420 Swanston St, Melbourne VIC 3000, Australia","http://www.melbourne.vic.gov.au/mcb","poor","No SSL (http only)","","4.1","366","https://maps.google.com/?cid=18183887976674178886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"The Underground Fitness Club","(03) 7049 9442","174 Peel St, North Melbourne VIC 3051, Australia","http://www.tufclub.com.au/","poor","No SSL (http only)","","4.4","38","https://maps.google.com/?cid=5752393729095022629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"OneGym Port Melbourne","(03) 9000 5600","67 Crockford St, Port Melbourne VIC 3207, Australia","https://onegym.net.au/port-melbourne","mediocre","No mobile viewport detected","","4.9","122","https://maps.google.com/?cid=12244005356985365112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"BFT Vic Market","0421 033 844","9 Cobden St, North Melbourne VIC 3051, Australia","https://bodyfittraining.com/club/NorthMelbourne?utm_source=extnet&utm_medium=search&utm_campaign=franchise_lead_gen","mediocre","No mobile viewport detected","","4.9","116","https://maps.google.com/?cid=6680122500822869630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Anytime Fitness Carlton","0432 577 961","Unit 2/551 Swanston St, Carlton VIC 3053, Australia","https://www.anytimefitness.com.au/gyms/au-1381/carlton-vic-3053/?utm_source=google&utm_medium=organic&utm_campaign=gmb","mediocre","No mobile viewport detected","","2.7","211","https://maps.google.com/?cid=18346322443757911222&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Absolute Health & Performance - Little Collins St","(03) 8547 4830","138 Little Collins St, Melbourne VIC 3000, Australia","http://www.absolutehealthperformance.com.au/?y_source=1_Mzg3OTEzNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","poor","No SSL (http only)","","4.9","138","https://maps.google.com/?cid=13140549736473033526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Anytime Fitness","0427 979 997","9b/747 Collins St, Docklands VIC 3008, Australia","https://club.anytimefitness.com.au/docklands-vic","mediocre","No mobile viewport detected","","4","151","https://maps.google.com/?cid=2959996260771364567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Ascot Vale Leisure Centre","(03) 9283 6402","Epsom Rd &, Langs Rd, Ascot Vale VIC 3032, Australia","https://movemv.com.au/","mediocre","No mobile viewport detected","","4","523","https://maps.google.com/?cid=3915301035646010292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Project Better Brunswick East","(03) 9117 6344","421 Lygon St, Brunswick East VIC 3057, Australia","http://www.projectbetter.com.au/","poor","No SSL (http only)","","4.6","62","https://maps.google.com/?cid=15761909405254257605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Momentum Health & Fitness","1300 152 051","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","29","https://maps.google.com/?cid=15991732108632772500&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Ashley Faithfull Training Studios","0450 163 020","Level 7/ OLDERFLEET Building, 477 Collins St, Melbourne VIC 3000, Australia","https://www.aftrainingstudios.com.au/","mediocre","Very thin site (minimal content)","","5","36","https://maps.google.com/?cid=12052715552341091580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Project Better East Brunswick Village","(03) 9117 6344","6 Bluestone Wy, Brunswick East VIC 3057, Australia","https://www.projectbetter.com.au/","mediocre","No mobile viewport detected","","4.4","25","https://maps.google.com/?cid=8779579308553297907&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Melbourne Yoga and Pilates","0410 404 240","Ground floor, 428 Little Bourke St, Melbourne VIC 3000, Australia","http://melbourneyogaandpilates.com/","poor","No SSL (http only)","","4.7","110","https://maps.google.com/?cid=1153221093689198310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Aleenta Health Club I Reformer Pilates (Melb CBD)","1800 672 606","next to endota spa, St. James Square, 4/555 Bourke St, Melbourne VIC 3000, Australia","http://www.aleenta.club/pages/aleenta-bourke-st-melbourne-studio?utm_content=Aleenta+Health+Club+I+Reformer+Pilates+%28Melb+CBD%29+-+Melbourne&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_6782699538734906451","poor","No SSL (http only)","","4.7","92","https://maps.google.com/?cid=15222663862549641736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Productive Health and Wellness","(03) 9939 5334","South Tower, Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","18","https://maps.google.com/?cid=4647637771915386862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Bodies By Barry Personal Training Melbourne","0434 166 116","10 La Trobe St, Melbourne VIC 3000, Australia","http://www.bodiesbybarry.com.au/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=6405313079543884436","poor","No SSL (http only)","","5","43","https://maps.google.com/?cid=16533178695256217304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"BFT Docklands","0415 188 481","4/685 La Trobe St, Docklands VIC 3008, Australia","https://www.bodyfittraining.au/club/docklands","mediocre","No mobile viewport detected","","5","84","https://maps.google.com/?cid=34393180460101385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Bodhi and Ride","","8 Goldie Pl, Melbourne VIC 3000, Australia","http://www.bodhiandride.com.au/","poor","No SSL (http only)","","4.8","146","https://maps.google.com/?cid=8678261031007181013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"RP Performance","(03) 7064 0596","L 20/525 Collins St, Melbourne VIC 3000, Australia","http://www.rpperformance.com.au/","poor","No SSL (http only)","","5","3","https://maps.google.com/?cid=12607304184152277540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Athletica Performance","0412 122 192","28 Ebony Cl, Springvale VIC 3171, Australia","http://www.athleticaperformance.com.au/","poor","No SSL (http only)","","4.9","73","https://maps.google.com/?cid=9117867741849142958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Maddox Personal Training","(03) 9958 6825","GF, 325 Flinders Ln, Melbourne VIC 3000, Australia","http://www.maddox.fit/","poor","No SSL (http only)","","4.9","34","https://maps.google.com/?cid=15512876916406154741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Move Training Club","0435 261 884","38 La Trobe St, Melbourne VIC 3000, Australia","http://www.movetrainingclub.com.au/","poor","No SSL (http only)","","4.9","16","https://maps.google.com/?cid=7638577284634549869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Athletic Edge","0413 207 204","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","http://www.athleticedge.com.au/","poor","No SSL (http only)","","4.9","28","https://maps.google.com/?cid=18017899998708925493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Just Transformations","0411 707 320","level 2/276 Flinders St, Melbourne VIC 3000, Australia","http://www.justtransformations.com/","poor","No SSL (http only)","","5","105","https://maps.google.com/?cid=4558675203860767836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"High End Fitness","0401 383 412","Unit 501/190 Coventry St, South Melbourne VIC 3205, Australia","http://highendfitness.com.au/","poor","No SSL (http only)","","5","86","https://maps.google.com/?cid=6285478381870962671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Lawrence Templar HEALTH & FITNESS","0420 301 740","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","http://www.lawrencetemplar.com.au/","poor","No SSL (http only)","","5","63","https://maps.google.com/?cid=3294558927258839995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Bodies By Barry Personal Training Melbourne","0434 166 116","10 La Trobe St, Melbourne VIC 3000, Australia","http://www.bodiesbybarry.com.au/?utm_source=GMBlisting&utm_medium=Organic&utm_campaign=6405313079543884436","poor","No SSL (http only)","","5","43","https://maps.google.com/?cid=16533178695256217304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Enterprise Fitness","(03) 7046 4886","473 Victoria St, Abbotsford VIC 3067, Australia","https://www.melbournepersonaltrainers.com/","mediocre","No mobile viewport detected","","5","595","https://maps.google.com/?cid=16956739903982077160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Athletic Edge","0413 207 204","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","http://www.athleticedge.com.au/","poor","No SSL (http only)","","4.9","28","https://maps.google.com/?cid=18017899998708925493&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Ashley Faithfull Training Studios","0450 163 020","Level 7/ OLDERFLEET Building, 477 Collins St, Melbourne VIC 3000, Australia","https://www.aftrainingstudios.com.au/","mediocre","Very thin site (minimal content)","","5","36","https://maps.google.com/?cid=12052715552341091580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:mediocre, city:melbourne, source:google-maps-scraper"
"Absolute Health & Performance - Little Collins St","(03) 8547 4830","138 Little Collins St, Melbourne VIC 3000, Australia","http://www.absolutehealthperformance.com.au/?y_source=1_Mzg3OTEzNzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","poor","No SSL (http only)","","4.9","138","https://maps.google.com/?cid=13140549736473033526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"NoSecretsFitness","","8 Goldie Pl, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","20","https://maps.google.com/?cid=5565878455296915122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Peak Performance Melbourne","0401 338 588","level 4/211 La Trobe St, Melbourne VIC 3000, Australia","http://www.peakperformancemelbourne.com/","poor","No SSL (http only)","","5","76","https://maps.google.com/?cid=8686908091121530844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Just In Time Personal Training","0411 798 934","Unit 604/1 Freshwater Pl, Southbank VIC 3006, Australia","http://www.justintimept.com/","poor","No SSL (http only)","","4.9","102","https://maps.google.com/?cid=8895482426986963597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Revolution Performance Training","1300 362 311","17A Market St, South Melbourne VIC 3205, Australia","http://www.revolutionpersonaltraining.com.au/","poor","No SSL (http only)","","5","127","https://maps.google.com/?cid=8789360875848750018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"messinofitness personal trainer","0400 038 197","105 Stokes St, Port Melbourne VIC 3207, Australia","http://www.messinofitness.com.au/","poor","No SSL (http only)","","5","60","https://maps.google.com/?cid=17856715539831474397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"Danny Kennedy Fitness","0417 897 512","24 Prohasky St, Port Melbourne VIC 3207, Australia","http://www.dannykennedyfitness.com/","poor","No SSL (http only)","","5","43","https://maps.google.com/?cid=1014766487804066318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
"More Than Fitness Personal Training","0450 873 785","63 Spencer St, Docklands VIC 3008, Australia","","no_website","No website listed","","5","43","https://maps.google.com/?cid=5004721082233288536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"koma fitness & health","0478 246 855","29 Somerset Pl, Melbourne VIC 3000, Australia","","no_website","No website listed","","5","3","https://maps.google.com/?cid=956774546036245739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:no_website, city:melbourne, source:google-maps-scraper"
"Momentum Performance Training","1300 985 980","59 Bay St, Port Melbourne VIC 3207, Australia","http://www.momentum-pt.com.au/","poor","No SSL (http only)","","5","76","https://maps.google.com/?cid=4751537310622446062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","gyms","Melbourne","vertical:gyms, website:poor, city:melbourne, source:google-maps-scraper"
