Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Embrace Speech Pathology Pty Ltd","0411 527 722","367 Goodwood Rd, Goodwood SA 5041, Australia","http://embracespeechpathology.com/","poor","No SSL (http only)","admin@embracespeech.com","5","30","https://maps.google.com/?cid=17737974566353872809","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0411527722",valid
"Adelaide Speech Pathology Services","1300 669 446","69 Goodwood Rd, Wayville SA 5034, Australia","http://www.adelaidespeech.com/","poor","No SSL (http only)","enquiry@adelaidespeech.com","4","12","https://maps.google.com/?cid=5319536080476616737","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","",valid
"SA Speech & Hearing Centre (SASHC)","(08) 8272 9997","408 Goodwood Rd, Cumberland Park SA 5041, Australia","http://www.sashc.com.au/","poor","No SSL (http only)","info@sashc.com.au","5","24","https://maps.google.com/?cid=549692039361732085","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Rehab Solutions Adelaide","0444 519 393","6 Mooringe Ave, North Plympton SA 5037, Australia","https://www.rehabsolutionsadelaide.com.au/","mediocre","No mobile viewport detected","admin@rehabsolutionsadelaide.com.au","4","4","https://maps.google.com/?cid=3991484637666087690","allied_health","Adelaide","vertical:allied_health, website:mediocre, city:adelaide, source:google-maps-scraper","0444519393",valid
"Marriott Speech Pathology","0418 808 301","252A Magill Rd, Beulah Park SA 5067, Australia","http://marriott.net.au/","poor","No SSL (http only)","alison@marriott.net.au","5","1","https://maps.google.com/?cid=11630079727917941195","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0418808301",valid
"The Communication Nest Speech Therapy Adelaide Hills","0451 715 910","Unit 1/2A Pine Ave, Hahndorf SA 5245, Australia","https://www.thecommunicationnest.com.au/","mediocre","No mobile viewport detected","hello@thecommunicationnest.com.au","5","1","https://maps.google.com/?cid=8916140691980179801","allied_health","Adelaide","vertical:allied_health, website:mediocre, city:adelaide, source:google-maps-scraper","0451715910",valid
"Bloom Speech Pathology","0421 839 335","48 Main St, Henley Beach SA 5022, Australia","http://bloomspeech.com.au/","poor","No SSL (http only)","hello@bloomspeech.com.au","","","https://maps.google.com/?cid=5246736762662849848","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0421839335",valid
"BlueSky Psychology","(08) 8212 3944","Unit 10/108 King William St, Adelaide SA 5000, Australia","https://www.blueskypsychology.com.au/","poor","Site unreachable (timeout)","info@blueskypsychology.com.au","4.4","21","https://maps.google.com/?cid=8718596297147523995","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Wellness & Healing Psychology & Counselling Centre","0456 738 894","Epworth Building, 221/33 Pirie St, Adelaide SA 5000, Australia","http://www.whcsa.com.au/","poor","No SSL (http only)","admin@whcsa.com.au","4.9","137","https://maps.google.com/?cid=8907338635832371229","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0456738894",valid
"Wellspring Counselling Adelaide","0490 660 452","708/147 Pirie St, Adelaide SA 5000, Australia","http://wellspring.net.au/","poor","No SSL (http only)","hello@wellspring.net.au","5","24","https://maps.google.com/?cid=12022064668127840835","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0490660452",valid
"Botanic Psychology Adelaide","0433 004 151","35 Hackney Rd, Adelaide SA 5069, Australia","http://www.botanicpsychology.com/","poor","No SSL (http only)","botanicpsychology@gmail.com","5","1","https://maps.google.com/?cid=10173606385681607171","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0433004151",valid
"Adelaide Dynamic Psychology","0400 490 015","7 The Parade, Norwood SA 5067, Australia","http://www.adelaidedynamicpsychology.com/","poor","No SSL (http only)","cwalker@adelaidedynamicpsychology.com","5","2","https://maps.google.com/?cid=1594269103435108683","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0400490015",valid
"Diabetes Educator Dietitian Nourish","0415 209 000","263 Fullarton Rd, Parkside SA 5063, Australia","http://www.nourishadl.com.au/","poor","No SSL (http only)","nourish@nourishadl.com.au","5","33","https://maps.google.com/?cid=16623279881099211229","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0415209000",valid
"Adelaide Nutrition and Wellbeing","0405 125 785","43 Stanley St, Morphett Vale SA 5162, Australia","http://www.adelaidenutritionandwellbeing.com.au/","poor","No SSL (http only)","maryanne@adelaidenutritionandwellbeing.com.au","5","7","https://maps.google.com/?cid=13507283500247496460","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0405125785",valid
"Pearl Nutrition","0435 396 002","22-24 Unley Rd, Unley SA 5061, Australia","http://www.pearlnutrition.com.au/","poor","No SSL (http only)","paige@pearlnutrition.com.au","5","3","https://maps.google.com/?cid=2467841479030127453","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0435396002",valid
"Glow Group Health and Wellbeing","0499 888 801","28 Ward St, North Adelaide SA 5006, Australia","http://glowgroup.co/","poor","No SSL (http only)","hello@glowgroup.co","5","10","https://maps.google.com/?cid=14374084367813448836","allied_health","Adelaide","vertical:allied_health, website:poor, city:adelaide, source:google-maps-scraper","0499888801",valid
