Business Name,Phone,Address,Website,Website Status,Website Notes,Email,Rating,Review Count,Google Maps URL,Vertical,City,Tags,Mobile,email_status
"Adelaide Dental Emergency","0402 479 227","529 Marion Rd, South Plympton SA 5038, Australia","http://adelaidedentalemergencycare.com.au/","poor","No SSL (http only)","dangdentaladelaide@gmail.com","4.9","407","https://maps.google.com/?cid=2227072908464753078","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","0418819861",valid
"Dental Members Adelaide City","(08) 8212 3247","Level 2/25 King William St, Adelaide SA 5000, Australia","https://www.dentalmembers.com.au/adelaide","mediocre","No mobile viewport detected","info@dentalmembers.com.au","4.3","58","https://maps.google.com/?cid=13316873699690301963","clinics","Adelaide","vertical:clinics, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"North Adelaide Physiotherapy","(08) 7082 0130","Unit 18/183 Tynte St, North Adelaide SA 5006, Australia","https://northadelaidephysiotherapy.com.au/","mediocre","No mobile viewport detected","admin@northadelaidephysiotherapy.com.au","5","176","https://maps.google.com/?cid=15042074323617226420","clinics","Adelaide","vertical:clinics, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Form Physiotherapy","0434 294 209","177 Gilles St, Adelaide SA 5000, Australia","http://www.formphysiotherapy.com.au/","poor","No SSL (http only)","hello@formphysiotherapy.com.au","5","165","https://maps.google.com/?cid=7138142124363795950","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","0434294209",valid
"Therapia Sports & Spine","(08) 8221 5011","Unit 46/81 Carrington St, Adelaide SA 5000, Australia","https://www.therapia.com.au/","mediocre","No mobile viewport detected","info@therapia.com.au","5","156","https://maps.google.com/?cid=357895880673494010","clinics","Adelaide","vertical:clinics, website:mediocre, city:adelaide, source:google-maps-scraper","",valid
"Ivoryrose Physiotherapy","0401 569 209","67 Kensington Rd, Norwood SA 5067, Australia","http://ivoryrosephysio.com.au/","poor","No SSL (http only)","info@ivoryrosephysio.com.au","4.9","110","https://maps.google.com/?cid=12106110525520077111","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","0401569209",valid
"Great Southern Chiropractic Adelaide CBD","(08) 8410 1200","Level 3/89 Pirie St, Adelaide SA 5000, Australia","http://greatsouthernchiropractic.com/","poor","No SSL (http only)","office@greatsouthernchiropractic.com","4.9","148","https://maps.google.com/?cid=7580137058925155079","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
"King William Road Chiropractic","(08) 8357 9229","1/73 King William Rd, Unley SA 5061, Australia","http://www.kwrchiropractic.com.au/","poor","No SSL (http only)","info@kwrchiropractic.com.au","5","21","https://maps.google.com/?cid=13869155906311433615","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
"Adelaide Spinal Health and Wellness","0432 849 149","27a Ilford St, Vale Park SA 5081, Australia","http://adelaidespinalhealth.com.au/","poor","No SSL (http only)","info@adelaidespinalhealth.com.au","5","9","https://maps.google.com/?cid=3019277919909346983","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","0432849149",valid
"Southside Clinic","1300 101 122","1 Hughes St, Unley SA 5061, Australia","http://southsideclinic.com.au/","poor","No SSL (http only)","hello@southsideclinic.com.au","5","62","https://maps.google.com/?cid=7651842213597169898","clinics","Adelaide","vertical:clinics, website:poor, city:adelaide, source:google-maps-scraper","",valid
